reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test
FA100ACPHi,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c,ok,ok,ok,ok,ok
FA140ACPHi,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c,ok,ok,ok,ok,ok
FA160ACPHi,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c,ok,ok,ok,ok,ok
FACOAE100,dcacoa_c + h2o_c --> coa_c + dca_c + h_c,ok,ok,ok,ok,ok
FACOAE120,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,ok,ok,ok,ok,ok
FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c,ok,ok,ok,ok,ok
FACOAE141,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c,ok,ok,ok,ok,ok
FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,ok,ok,ok,ok,ok
FACOAE161,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c,ok,ok,ok,ok,ok
FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,ok,ok,ok,ok,ok
FACOAE181,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c,ok,ok,ok,ok,ok
FACOAE60,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c,ok,ok,ok,ok,ok
FACOAE80,h2o_c + occoa_c --> coa_c + h_c + octa_c,ok,ok,ok,ok,ok
FACOAL100t2pp,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c,ok,ok,ok,ok,ok
FACOAL120t2pp,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c,ok,ok,ok,ok,ok
FACOAL140t2pp,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c,ok,ok,ok,ok,ok
FACOAL141t2pp,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c,ok,ok,ok,ok,ok
FACOAL160t2pp,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c,ok,ok,ok,ok,ok
FACOAL161t2pp,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c,ok,ok,ok,ok,ok
FACOAL180t2pp,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c,ok,ok,ok,ok,ok
FACOAL181t2pp,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c,ok,ok,ok,ok,ok
FACOAL50It2pp,3mb_p + atp_c + coa_c + h_p --> amp_c + h_c + ivcoa_c + ppi_c,ok,ok,ok,ok,ok
FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,ok,ok,ok,ok,ok
FACOAL80,atp_c + coa_c + octa_c --> amp_c + occoa_c + ppi_c,ok,ok,ok,ok,ok
FACOAL80t2pp,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,ok,ok,ok,ok,ok
FADRx,fad_c + h_c + nadh_c --> fadh2_c + nad_c,ok,ok,ok,ok,ok
FADRx2,fad_c + h_c + nadph_c --> fadh2_c + nadp_c,ok,ok,ok,ok,ok
FADt,fad_c --> fad_p,ok,ok,ok,ok,ok
FADtex,fad_p <=> fad_e,ok,ok,ok,ok,ok
FALDH2,hmgth_c + nad_c <=> Sfglutth_c + h_c + nadh_c,ok,ok,ok,ok,ok
FALDep,fald_c + h_p --> fald_e + h_c,ok,ok,ok,ok,ok
FALDtex,fald_e <=> fald_p,ok,ok,ok,ok,ok
FALDtpp,fald_p <=> fald_c,ok,ok,ok,ok,ok
FALDtpp2,fald_c + h_p --> fald_p + h_c,ok,ok,ok,ok,ok
FALGTHLs,fald_c + gthrd_c <=> hmgth_c,ok,ok,ok,ok,ok
FAS120,dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c,ok,ok,ok,ok,ok
FBA,fdp_c <=> dhap_c + g3p_c,ok,ok,ok,ok,ok
FBA2,f1p_c <=> dhap_c + glyald_c,ok,ok,ok,ok,ok
FBA3,s17bp_c <=> dhap_c + e4p_c,ok,ok,ok,ok,ok
FBP,fdp_c + h2o_c --> f6p_c + pi_c,ok,ok,ok,ok,ok
FCI,fuc__L_c <=> fcl__L_c,ok,ok,ok,ok,ok
FCLK,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c,ok,ok,ok,ok,ok
FCLPA,fc1p_c <=> dhap_c + lald__L_c,ok,ok,ok,ok,ok
FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,ok,ok,ok,ok,ok
FDH,for_c + nad_c --> co2_c + nadh_c,ok,ok,ok,ok,ok
FDH4pp,for_p + 2.0 h_c + q8_c --> co2_p + h_p + q8h2_c,ok,ok,ok,FDH5pp,ok
FDH4pp_1,for_p + 2.0 h_c + q8_c --> co2_c + h_p + q8h2_c,ok,ok,ok,FDH5pp_1,ok
FDH5pp,for_p + 2.0 h_c + mqn8_c --> co2_p + h_p + mql8_c,ok,ok,ok,FDH4pp,ok
FDH5pp_1,for_p + 2.0 h_c + mqn8_c --> co2_c + h_p + mql8_c,ok,ok,ok,FDH4pp_1,ok
FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok
FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok
FDMO3,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok
FDMO4,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok
FDMO6,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok
FDMO_1,fmnRD_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok
FE2Gabcpp,fe2_p + gtp_c + h2o_c --> fe2_c + gdp_c + h_c + pi_c,ok,ok,ok,ok,ok
FE2abc,atp_c + fe2_e + h2o_c --> adp_c + fe2_c + h_c + pi_c,ok,ok,ok,ok,ok
FE2abcpp,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c,ok,ok,ok,ok,ok
FE2t,fe2_e --> fe2_c,ok,ok,ok,ok,ok
FE2t2pp,fe2_p + h_p --> fe2_c + h_c,ok,ok,FE2t3pp,ok,ok
FE2t3pp,fe2_c + h_p --> fe2_p + h_c,ok,ok,FE2t2pp,ok,ok
FE2t4pp,fe2_c + h_p + k_p --> fe2_p + h_c + k_c,ok,ok,ok,ok,ok
FE2tex,fe2_e <=> fe2_p,ok,ok,ok,ok,ok
FE2tpp,fe2_p --> fe2_c,ok,ok,ok,ok,ok
FE3DCIT2abcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,ok,ok,ok,ok,ok
FE3DCITCH,2.0 cit_c + fe3_c <=> fe3dcit_c,ok,ok,ok,ok,ok
FE3DCITR5,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c,ok,ok,ok,ok,ok
FE3DCITtonex,fe3dcit_e + h_p --> fe3dcit_p + h_c,ok,ok,ok,ok,ok
FE3DHBZR,fe3dhbzs_c --> 23dhbzs_c + fe3_c,ok,ok,ok,ok,ok
FE3DHBZS3R,2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + h_c + nadp_c,ok,ok,ok,FEDHBZS3R1;FEDHBZS3R2;FEDHBZS3R3,ok
FE3DHBZSabcpp,atp_c + fe3dhbzs_p + h2o_c --> adp_c + fe3dhbzs_c + h_c + pi_c,ok,ok,ok,ok,ok
FE3DHBZStonex,fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c,ok,ok,ok,ok,ok
FE3Gabcpp,fe3_p + gtp_c + h2o_c --> fe3_c + gdp_c + h_c + pi_c,ok,ok,ok,ok,ok
FE3PYOVD2tonex,fe3pyovd_kt_e + h_p --> fe3pyovd_kt_p + h_c,ok,ok,ok,ok,ok
FE3PYOVDDR2,2.0 fe3pyovd_kt_p + pqqh2_p <=> 2.0 fe2_p + 2.0 h_p + pqq_p + 2.0 pyovd_kt_p,ok,ok,ok,ok,ok
FE3PYOVDL2,fe3_e + pyovd_kt_e <=> fe3pyovd_kt_e,ok,ok,ok,ok,ok
FE3Ri,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c,ok,ok,ok,ok,ok
FE3abc,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,ok,ok,ok,ok,ok
FE3abcpp,atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,ok,ok,ok,ok,ok
FE3t,fe3_e <=> fe3_c,ok,ok,ok,ok,ok
FE3tex,fe3_e <=> fe3_p,ok,ok,ok,ok,ok
FEDHBZS3R1,fadh2_c + 2.0 fe3dhbzs3_c --> 2.0 23dhbzs3_c + fad_c + 2.0 fe2_c + 2.0 h_c,ok,ok,ok,FE3DHBZS3R;FEDHBZS3R2;FEDHBZS3R3,ok
FEDHBZS3R2,2.0 fe3dhbzs3_c + fmnh2_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + fmn_c + 2.0 h_c,ok,ok,ok,FE3DHBZS3R;FEDHBZS3R1;FEDHBZS3R3,ok
FEDHBZS3R3,2.0 fe3dhbzs3_c + rbflvrd_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,ok,ok,ok,FE3DHBZS3R;FEDHBZS3R1;FEDHBZS3R2,ok
FEENTER2tpp,atp_c + enter_c + h2o_c --> adp_c + enter_p + h_c + pi_c,ok,ok,ok,ok,ok
FEENTERES,feenter_c + h2o_c --> fe3dhbzs3_c,ok,ok,ok,ok,ok
FEENTERR1,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c,ok,ok,ok,FEENTERR2;FEENTERR3;FEENTERR4,ok
FEENTERR2,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c,ok,ok,ok,FEENTERR1;FEENTERR3;FEENTERR4,ok
FEENTERR3,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,ok,ok,ok,FEENTERR1;FEENTERR2;FEENTERR4,ok
FEENTERR4,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c,ok,ok,ok,FEENTERR1;FEENTERR2;FEENTERR3,ok
FEENTERabcpp,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c,ok,ok,ok,ok,ok
FEENTERtex,enter_p + h_p --> enter_e + h_c,ok,ok,ok,ok,ok
FEENTERtonex,feenter_e + h_p --> feenter_p + h_c,ok,ok,ok,ok,ok
FEENTERtpp,enter_c + h_p --> enter_p + h_c,ok,ok,ok,ok,ok
FEOXAMR1,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c,ok,ok,ok,FEOXAMR2;FEOXAMR3,ok
FEOXAMR2,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c,ok,ok,ok,FEOXAMR1;FEOXAMR3,ok
FEOXAMR3,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c,ok,ok,ok,FEOXAMR1;FEOXAMR2,ok
FEOXAMUtex,feoxam_un_p + h_p --> feoxam_un_e + h_c,ok,ok,ok,ok,ok
FEOXAMUtpp,feoxam_un_c + h_p --> feoxam_un_p + h_c,ok,ok,ok,ok,ok
FEOXAMabcpp,atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c,ok,ok,ok,ok,ok
FEOXAMtonex,feoxam_e + h_p --> feoxam_p + h_c,ok,ok,ok,ok,ok
FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,ok,ok,ok,ok,ok
FESD1s,2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c,ok,ok,ok,ok,ok
FESR,3fe4s_c + fe2_c --> 4fe4s_c,ok,ok,ok,ok,ok
FFSD,h2o_c + suc6p_c --> fru_c + g6p_c,ok,ok,ok,ok,ok
FFSD1r,h2o_c + tre6p_c <=> fru_c + g6p_c,ok,ok,ok,ok,ok
FGLU,forglu_c + h2o_c --> frmd_c + glu__L_c,ok,ok,ok,ok,ok
FLDR,fldox_c + h_c + nadph_c --> fldrd_c + nadp_c,ok,ok,ok,ok,ok
FLVR,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,ok,ok,ok,ok,ok
FLVRx,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c,ok,ok,ok,ok,ok
FMNAT,atp_c + fmn_c + h_c --> fad_c + ppi_c,ok,ok,ok,ok,ok
FMNRx,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,ok,ok,ok,ok,ok
FMNRx2,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,ok,ok,ok,ok,ok
FMNRy,fmn_c + h_c + nadph_c --> fmnRD_c + nadp_c,ok,ok,ok,ok,ok
FMNt,fmn_c --> fmn_p,ok,ok,ok,ok,ok
FMNtex,fmn_p <=> fmn_e,ok,ok,ok,ok,ok
FOAMtex,frmd_e <=> frmd_p,ok,ok,ok,ok,ok
FOMETRi,5fthf_c + h_c --> h2o_c + methf_c,ok,THFAT,THFAT,ok,ok
FORAMD,frmd_c + h2o_c --> for_c + nh4_c,ok,ok,ok,ok,ok
FORt2pp,for_p + h_p --> for_c + h_c,ok,ok,ok,ok,ok
FORtex,for_e <=> for_p,ok,ok,ok,ok,ok
FORtppi,for_c --> for_p,ok,ok,ok,ok,ok
FRD2,fum_c + mql8_c --> mqn8_c + succ_c,ok,ok,ok,FRDx;SUCDi,ok
FRD3,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c,ok,ok,ok,ok,ok
FRDx,fum_c + h_c + nadh_c --> nad_c + succ_c,ok,ok,ok,FRD2;SUCDi,ok
FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c,ok,ok,ok,ok,ok
FRUpts,fru_e + pep_c --> f1p_c + pyr_c,ok,ok,ok,ok,ok
FRUpts2,fru_e + pep_c --> f6p_c + pyr_c,ok,ok,ok,ok,ok
FRUpts2pp,fru_p + pep_c --> f6p_c + pyr_c,ok,ok,ok,ok,ok
FRUptspp,fru_p + pep_c --> f1p_c + pyr_c,ok,ok,ok,ok,ok
FRUtex,fru_e <=> fru_p,ok,ok,ok,ok,ok
FTHFD,10fthf_c + h2o_c --> for_c + h_c + thf_c,ok,ok,ok,ok,ok
FUCtex,fuc__L_e <=> fuc__L_p,ok,ok,ok,ok,ok
FUCtpp,fuc__L_p + h_p --> fuc__L_c + h_c,ok,ok,ok,ok,ok
FUM,fum_c + h2o_c <=> mal__L_c,ok,ok,ok,ok,ok
FUMt1pp,fum_p <=> fum_c,ok,ok,ok,ok,ok
FUMt2_2pp,fum_p + 2.0 h_p --> fum_c + 2.0 h_c,ok,ok,FUMt2_3pp,ok,ok
FUMt2_3pp,fum_p + 3.0 h_p --> fum_c + 3.0 h_c,ok,ok,FUMt2_2pp,ok,ok
FUMtex,fum_e <=> fum_p,ok,ok,ok,ok,ok
FUSAtex,fusa_e <=> fusa_p,ok,ok,ok,ok,ok
FUSAtpp,fusa_p + h_p --> fusa_e + h_c,ok,ok,ok,ok,ok
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,ok,ok,ok,ok,ok
G1PP,g1p_c + h2o_c --> glc__D_c + pi_c,ok,ok,ok,ok,ok
G1PPpp,g1p_p + h2o_p --> glc__D_p + pi_p,ok,ok,ok,ok,ok
G1Ptex,g1p_e <=> g1p_p,ok,ok,ok,ok,ok
G1SAT,glu1sa_c <=> 5aop_c,ok,ok,ok,ok,ok
G2PP,glyc2p_c + h2o_c --> glyc_c + pi_c,ok,ok,ok,ok,ok
G2PPpp,glyc2p_p + h2o_p --> glyc_p + pi_p,ok,ok,ok,ok,ok
G3PAT160,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,ok,ok,ok,ok,ok
G3PAT181,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,ok,ok,ok,ok,ok
G3PCabcpp,atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c,ok,ok,ok,ok,ok
G3PCtex,g3pc_e <=> g3pc_p,ok,ok,ok,ok,ok
G3PD2,glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c,ok,ok,ok,G3PD5;G3PD6,ok
G3PD5,glyc3p_c + q8_c --> dhap_c + q8h2_c,ok,ok,ok,G3PD2;G3PD6,ok
G3PD6,glyc3p_c + mqn8_c --> dhap_c + mql8_c,ok,ok,ok,G3PD2;G3PD5,ok
G3PD7,2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c,ok,ok,ok,ok,ok
G3PEabcpp,atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c,ok,ok,ok,ok,ok
G3PEtex,g3pe_e <=> g3pe_p,ok,ok,ok,ok,ok
G3PGabcpp,atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c,ok,ok,ok,ok,ok
G3PGtex,g3pg_e <=> g3pg_p,ok,ok,ok,ok,ok
G3PIabcpp,atp_c + g3pi_p + h2o_c --> adp_c + g3pi_c + h_c + pi_c,ok,ok,ok,ok,ok
G3PItex,g3pi_e <=> g3pi_p,ok,ok,ok,ok,ok
G3PSabcpp,atp_c + g3ps_p + h2o_c --> adp_c + g3ps_c + h_c + pi_c,ok,ok,ok,ok,ok
G3PStex,g3ps_e <=> g3ps_p,ok,ok,ok,ok,ok
G3PT,glyc3p_c + h2o_c --> glyc_c + pi_c,ok,ok,ok,ok,ok
G5SADs,glu5sa_c --> 1pyr5c_c + h2o_c + h_c,ok,ok,ok,ok,ok
G5SD,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,ok,ok,ok,ok,ok
G6PDA,gam6p_c + h2o_c --> f6p_c + nh4_c,ok,ok,ok,ok,ok
G6PDH2r,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,ok,ok,ok,ok,ok
G6PP,g6p_c + h2o_c --> glc__D_c + pi_c,ok,ok,ok,ok,ok
G6Pt6_2pp,g6p_p + 2.0 pi_c --> g6p_c + 2.0 pi_p,ok,ok,ok,ok,ok
G6Ptex,g6p_e <=> g6p_p,ok,ok,ok,ok,ok
GAL1PPpp,gal1p_p + h2o_p --> gal_p + pi_p,ok,ok,ok,ok,ok
GAL1Ptex,gal1p_e <=> gal1p_p,ok,ok,ok,ok,ok
GALAM6PISO,galam6p_c + h2o_c --> nh4_c + tag6p__D_c,ok,ok,ok,ok,ok
GALAMPTSpp,galam_p + pep_c --> galam6p_c + pyr_c,ok,ok,ok,ok,ok
GALAMtex,galam_e <=> galam_p,ok,ok,ok,ok,ok
GALBDtex,gal_bD_e <=> gal_bD_p,ok,ok,ok,ok,ok
GALCTD,galct__D_c --> 5dh4dglc_c + h2o_c,ok,ok,ok,ok,ok
GALCTLO,galctn__L_c + nad_c --> h_c + nadh_c + tagur_c,ok,ok,ok,ok,ok
GALCTND,galctn__D_c --> 2dh3dgal_c + h2o_c,ok,ok,ok,ok,ok
GALCTNLt2pp,galctn__L_p + h_p --> galctn__L_c + h_c,ok,ok,ok,ok,ok
GALCTNLtex,galctn__L_e <=> galctn__L_p,ok,ok,ok,ok,ok
GALCTNt2pp,galctn__D_p + h_p --> galctn__D_c + h_c,ok,ok,ok,ok,ok
GALCTNt2r,galctn__D_e + h_e --> galctn__D_c + h_c,ok,ok,ok,ok,ok
GALCTNtex,galctn__D_e <=> galctn__D_p,ok,ok,ok,ok,ok
GALCTt2rpp,galct__D_p + h_p --> galct__D_c + h_c,ok,ok,ok,ok,ok
GALCTtex,galct__D_e <=> galct__D_p,ok,ok,ok,ok,ok
GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c,ok,ok,ok,ok,ok
GALM2pp,gal_bD_p --> gal_p,ok,ok,ok,ok,ok
GALS3,h2o_c + melib_c --> gal_c + glc__D_c,ok,ok,ok,ok,ok
GALTptspp,galt_p + pep_c --> galt1p_c + pyr_c,ok,ok,ok,ok,ok
GALTtex,galt_e <=> galt_p,ok,ok,ok,ok,ok
GALURt2r,galur_e + h_e --> galur_c + h_c,ok,ok,ok,ok,ok
GALURt2rpp,galur_p + h_p --> galur_c + h_c,ok,ok,ok,ok,ok
GALURtex,galur_e <=> galur_p,ok,ok,ok,ok,ok
GALUi,g1p_c + h_c + utp_c --> ppi_c + udpg_c,ok,ok,ok,ok,ok
GALabcpp,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,ok,ok,ok,ok,ok
GALpts,gal_e + pep_c <=> dgal6p_c + pyr_c,ok,ok,ok,ok,ok
GALt2,gal_e + h_e --> gal_c + h_c,ok,ok,ok,ok,ok
GALt2pp,gal_p + h_p --> gal_c + h_c,ok,ok,ok,ok,ok
GALtex,gal_e <=> gal_p,ok,ok,ok,ok,ok
GAM6Pt6_2pp,gam6p_p + 2.0 pi_c --> gam6p_c + 2.0 pi_p,ok,ok,ok,ok,ok
GAMAN6Ptex,gam6p_e <=> gam6p_p,ok,ok,ok,ok,ok
GAMpts,gam_e + pep_c --> gam6p_c + pyr_c,ok,ok,ok,ok,ok
GAMptspp,gam_p + pep_c --> gam6p_c + pyr_c,ok,ok,ok,ok,ok
GAMtex,gam_e <=> gam_p,ok,ok,ok,ok,ok
GAPD,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,ok,ok,ok,GAPD_1;GAPDi_nadp,ok
GAPD_1,g3p_c + nad_c + pi_c --> 13dpg_c + nadh_c,ok,ok,ok,GAPD;GAPDi_nadp,ok
GAPDi_nadp,13dpg_c + h_c + nadph_c --> g3p_c + nadp_c + pi_c,ok,ok,ok,GAPD;GAPD_1,ok
GAPP,g3p_c + h2o_c --> glyald_c + pi_c,ok,ok,ok,ok,ok
GARFT,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,ok,ok,ok,ok,ok
GART,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,ok,ok,ok,ok,ok
GBDM,glyb_c + h2o_c + o2_c --> dmgly_c + fald_c + h2o2_c,ok,ok,ok,ok,ok
GCALDD,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok
GCDH,glutcoa_c <=> b2coa_c + co2_c,ok,ok,ok,ok,ok
GCVHADPr,gcvHL_nhLA_c + nad_c --> gcvHL_ADPr_c + ncam_c,ok,ok,ok,ok,ok
GCVHRADPr,gcvHL_ADPr_c + h2o_c --> adprib_c + gcvHL_nhLA_c + h_c,ok,ok,ok,ok,ok
GDOCBIK,adocbi_c + gtp_c <=> adocbip_c + gdp_c + h_c,ok,ok,ok,ok,ok
GDPDPK,atp_c + gdp_c --> amp_c + h_c + ppgpp_c,ok,ok,ok,ok,ok
GDPMNH,gdpmann_c + h2o_c --> gdp_c + h_c + man_c,ok,ok,ok,ok,ok
GDPMNP,gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c,ok,ok,ok,ok,ok
GDPTPDP,gdptp_c + h2o_c --> gtp_c + ppi_c,ok,ok,ok,ok,ok
GDPtex,gdp_e <=> gdp_p,ok,ok,ok,ok,ok
GF6PTA,f6p_c + gln__L_c --> gam6p_c + glu__L_c,ok,ok,ok,ok,ok
GHMT2r,ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,ok,ok,ok,ok,ok
GK1,atp_c + gmp_c <=> adp_c + gdp_c,ok,ok,ok,ok,ok
GLBRAN2,glycogen_c --> bglycogen_c,ok,GLDBRAN2,GLDBRAN2,ok,ok
GLBRAN3,glyg4n_c --> bglyg4n_c,ok,GLDBRAN3,GLDBRAN3,ok,ok
GLCADpts,glc__aD_e + pep_c --> g6p_A_c + pyr_c,ok,ok,ok,ok,ok
GLCDpp,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c,ok,ok,ok,ok,ok
GLCNt2r,glcn_e + h_e --> glcn_c + h_c,ok,ok,ok,ok,ok
GLCNt2rpp,glcn_p + h_p --> glcn_c + h_c,ok,ok,ok,ok,ok
GLCNtex,glcn_e <=> glcn_p,ok,ok,ok,ok,ok
GLCOAS,atp_c + coa_c + glutar_c --> adp_c + glutcoa_c + pi_c,ok,ok,ok,ok,ok
GLCRAL,5dh4dglc_c --> 2h3oppan_c + pyr_c,ok,ok,ok,ok,ok
GLCRD,glcr_c --> 5dh4dglc_c + h2o_c,ok,ok,ok,ok,ok
GLCRt2r,glcr_e + h_e --> glcr_c + h_c,ok,ok,ok,ok,ok
GLCRt2rpp,glcr_p + h_p --> glcr_c + h_c,ok,ok,ok,ok,ok
GLCRtex,glcr_e <=> glcr_p,ok,ok,ok,ok,ok
GLCS3_1,4.0 adpglc_c --> 4.0 adp_c + glyg4n_c + 4.0 h_c,ok,ok,ok,ok,ok
GLCUR1Ptex,glcur1p_e <=> glcur1p_p,ok,ok,ok,ok,ok
GLCURS1,h2o_c + xylan4_c <=> glcur_c + xyl4_c,ok,ok,ok,ok,ok
GLCURt2r,glcur_e + h_e --> glcur_c + h_c,ok,ok,ok,ok,ok
GLCURt2rpp,glcur_p + h_p --> glcur_c + h_c,ok,ok,ok,ok,ok
GLCURtex,glcur_e <=> glcur_p,ok,ok,ok,ok,ok
GLCabc,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c,ok,ok,ok,ok,ok
GLCabcpp,atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,ok,ok,ok,ok,ok
GLCpts,glc__D_e + pep_c --> g6p_c + pyr_c,ok,ok,ok,ok,ok
GLCptspp,glc__D_p + pep_c --> g6p_c + pyr_c,ok,ok,ok,ok,ok
GLCt2pp,glc__D_p + h_p --> glc__D_c + h_c,ok,ok,ok,ok,ok
GLCtex,glc__D_e <=> glc__D_p,ok,ok,ok,ok,ok
GLDBRAN2,bglycogen_c --> glycogen_c,ok,GLBRAN2,GLBRAN2,ok,ok
GLDBRAN3,bglyg4n_c --> glyg4n_c,ok,GLBRAN3,GLBRAN3,ok,ok
GLGC,atp_c + g1p_c + h_c --> adpglc_c + ppi_c,ok,ok,ok,ok,ok
GLNS,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,ok
GLNabc,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,ok
GLNabcpp,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,ok
GLNtex,gln__L_e <=> gln__L_p,ok,ok,ok,ok,ok
GLS2,glucan6_c + 5.0 h2o_c --> 6.0 glc__D_c,ok,ok,ok,ok,ok
GLTPD,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,ok,ok,ok,ok,ok
GLU5K,atp_c + glu__L_c --> adp_c + glu5p_c,ok,ok,ok,ok,ok
